event_id,category,checkin_time,entry_gate,zone_id,entry_count
EVE2503,Sports,2/9/2025 20:20,C,401,374
EVE2503,Sports,2/9/2025 20:30,C,401,277
EVE2503,Sports,2/9/2025 17:30,B,501,272
EVE2503,Sports,2/9/2025 17:40,B,501,366
EVE2503,Sports,2/9/2025 17:50,B,501,458
EVE2503,Sports,2/9/2025 18:00,B,501,544
EVE2503,Sports,2/9/2025 18:10,B,501,621
EVE2503,Sports,2/9/2025 18:20,B,501,688
EVE2503,Sports,2/9/2025 18:30,B,501,743
EVE2503,Sports,2/9/2025 18:40,B,501,783
EVE2503,Sports,2/9/2025 18:50,B,501,807
EVE2503,Sports,2/9/2025 19:00,B,501,816
EVE2503,Sports,2/9/2025 19:10,B,501,807
EVE2503,Sports,2/9/2025 19:20,B,501,783
EVE2503,Sports,2/9/2025 19:30,B,501,743
EVE2503,Sports,2/9/2025 19:40,B,501,688
EVE2503,Sports,2/9/2025 19:50,B,501,621
EVE2503,Sports,2/9/2025 20:00,B,501,544
EVE2503,Sports,2/9/2025 20:10,B,501,458
EVE2503,Sports,2/9/2025 20:20,B,501,366
EVE2503,Sports,2/9/2025 20:30,B,501,272
EVE2503,Sports,2/9/2025 17:30,B,601,441
EVE2503,Sports,2/9/2025 17:40,B,601,594
EVE2503,Sports,2/9/2025 17:50,B,601,742
EVE2503,Sports,2/9/2025 18:00,B,601,881
EVE2503,Sports,2/9/2025 18:10,B,601,1007
EVE2503,Sports,2/9/2025 18:20,B,601,1116
EVE2503,Sports,2/9/2025 18:30,B,601,1204
EVE2503,Sports,2/9/2025 18:40,B,601,1269
EVE2503,Sports,2/9/2025 18:50,B,601,1308
EVE2503,Sports,2/9/2025 19:00,B,601,1322
EVE2503,Sports,2/9/2025 19:10,B,601,1308
EVE2503,Sports,2/9/2025 19:20,B,601,1269
EVE2503,Sports,2/9/2025 19:30,B,601,1204
EVE2503,Sports,2/9/2025 19:40,B,601,1116
EVE2503,Sports,2/9/2025 19:50,B,601,1007
EVE2503,Sports,2/9/2025 20:00,B,601,881
EVE2503,Sports,2/9/2025 20:10,B,601,742
EVE2503,Sports,2/9/2025 20:20,B,601,594
EVE2503,Sports,2/9/2025 20:30,B,601,441
EVE2503,Sports,2/9/2025 17:30,A,701,654
EVE2503,Sports,2/9/2025 17:40,A,701,881
EVE2503,Sports,2/9/2025 17:50,A,701,1101
EVE2503,Sports,2/9/2025 18:00,A,701,1308
EVE2503,Sports,2/9/2025 18:10,A,701,1495
EVE2503,Sports,2/9/2025 18:20,A,701,1656
EVE2503,Sports,2/9/2025 18:30,A,701,1787
EVE2503,Sports,2/9/2025 18:40,A,701,1883
EVE2503,Sports,2/9/2025 18:50,A,701,1942
EVE2503,Sports,2/9/2025 19:00,A,701,1962
EVE2503,Sports,2/9/2025 19:10,A,701,1942
EVE2503,Sports,2/9/2025 19:20,A,701,1883
EVE2503,Sports,2/9/2025 19:30,A,701,1787
EVE2503,Sports,2/9/2025 19:40,A,701,1656
EVE2503,Sports,2/9/2025 19:50,A,701,1495
EVE2503,Sports,2/9/2025 20:00,A,701,1308
EVE2503,Sports,2/9/2025 20:10,A,701,1101
EVE2503,Sports,2/9/2025 20:20,A,701,881
EVE2503,Sports,2/9/2025 20:30,A,701,654
EVE2503,Sports,2/10/2025 17:30,E,101,26
EVE2503,Sports,2/10/2025 17:40,E,101,35
EVE2503,Sports,2/10/2025 17:50,E,101,44
EVE2503,Sports,2/10/2025 18:00,E,101,53
EVE2503,Sports,2/10/2025 18:10,E,101,60
EVE2503,Sports,2/10/2025 18:20,E,101,67
EVE2503,Sports,2/10/2025 18:30,E,101,72
EVE2503,Sports,2/10/2025 18:40,E,101,76
EVE2503,Sports,2/10/2025 18:50,E,101,78
EVE2503,Sports,2/10/2025 19:00,E,101,79
EVE2503,Sports,2/10/2025 19:10,E,101,78
EVE2503,Sports,2/10/2025 19:20,E,101,76
EVE2503,Sports,2/10/2025 19:30,E,101,72
EVE2503,Sports,2/10/2025 19:40,E,101,67
EVE2503,Sports,2/10/2025 19:50,E,101,60
EVE2503,Sports,2/10/2025 20:00,E,101,53
EVE2503,Sports,2/10/2025 20:10,E,101,44
EVE2503,Sports,2/10/2025 20:20,E,101,35
EVE2503,Sports,2/10/2025 20:30,E,101,26
EVE2503,Sports,2/10/2025 17:30,D,201,45
EVE2503,Sports,2/10/2025 17:40,D,201,61
EVE2503,Sports,2/10/2025 17:50,D,201,76
EVE2503,Sports,2/10/2025 18:00,D,201,90
EVE2503,Sports,2/10/2025 18:10,D,201,103
EVE2503,Sports,2/10/2025 18:20,D,201,115
EVE2503,Sports,2/10/2025 18:30,D,201,124
EVE2503,Sports,2/10/2025 18:40,D,201,130
EVE2503,Sports,2/10/2025 18:50,D,201,134
EVE2503,Sports,2/10/2025 19:00,D,201,136
EVE2503,Sports,2/10/2025 19:10,D,201,134
EVE2503,Sports,2/10/2025 19:20,D,201,130
EVE2503,Sports,2/10/2025 19:30,D,201,124
EVE2503,Sports,2/10/2025 19:40,D,201,115
EVE2503,Sports,2/10/2025 19:50,D,201,103
EVE2503,Sports,2/10/2025 20:00,D,201,90
EVE2503,Sports,2/10/2025 20:10,D,201,76
EVE2503,Sports,2/10/2025 20:20,D,201,61
EVE2503,Sports,2/10/2025 20:30,D,201,45
EVE2503,Sports,2/10/2025 17:30,C,301,175
EVE2503,Sports,2/10/2025 17:40,C,301,236
EVE2503,Sports,2/10/2025 17:50,C,301,295
EVE2503,Sports,2/10/2025 18:00,C,301,351
EVE2503,Sports,2/10/2025 18:10,C,301,401
EVE2503,Sports,2/10/2025 18:20,C,301,444
EVE2503,Sports,2/10/2025 18:30,C,301,479
EVE2503,Sports,2/10/2025 18:40,C,301,505
EVE2503,Sports,2/10/2025 18:50,C,301,521
EVE2503,Sports,2/10/2025 19:00,C,301,526
EVE2503,Sports,2/10/2025 19:10,C,301,521
EVE2503,Sports,2/10/2025 19:20,C,301,505
EVE2503,Sports,2/10/2025 19:30,C,301,479
EVE2503,Sports,2/10/2025 19:40,C,301,444
EVE2503,Sports,2/10/2025 19:50,C,301,401
EVE2503,Sports,2/10/2025 20:00,C,301,351
EVE2503,Sports,2/10/2025 20:10,C,301,295
EVE2503,Sports,2/10/2025 20:20,C,301,236
EVE2503,Sports,2/10/2025 20:30,C,301,175
EVE2503,Sports,2/10/2025 17:30,C,401,277
EVE2503,Sports,2/10/2025 17:40,C,401,374
EVE2503,Sports,2/10/2025 17:50,C,401,467
EVE2503,Sports,2/10/2025 18:00,C,401,555
EVE2503,Sports,2/10/2025 18:10,C,401,634
EVE2503,Sports,2/10/2025 18:20,C,401,702
EVE2503,Sports,2/10/2025 18:30,C,401,758
EVE2503,Sports,2/10/2025 18:40,C,401,799
EVE2503,Sports,2/10/2025 18:50,C,401,824
EVE2503,Sports,2/10/2025 19:00,C,401,832
EVE2503,Sports,2/10/2025 19:10,C,401,824
EVE2503,Sports,2/10/2025 19:20,C,401,799
EVE2503,Sports,2/10/2025 19:30,C,401,758
EVE2503,Sports,2/10/2025 19:40,C,401,702
EVE2503,Sports,2/10/2025 19:50,C,401,634
EVE2503,Sports,2/10/2025 20:00,C,401,555
EVE2503,Sports,2/10/2025 20:10,C,401,467
EVE2503,Sports,2/10/2025 20:20,C,401,374
EVE2503,Sports,2/10/2025 20:30,C,401,277
EVE2503,Sports,2/10/2025 17:30,B,501,272
EVE2503,Sports,2/10/2025 17:40,B,501,366
EVE2503,Sports,2/10/2025 17:50,B,501,458
EVE2503,Sports,2/10/2025 18:00,B,501,544
EVE2503,Sports,2/10/2025 18:10,B,501,621
EVE2503,Sports,2/10/2025 18:20,B,501,688
EVE2503,Sports,2/10/2025 18:30,B,501,743
EVE2503,Sports,2/10/2025 18:40,B,501,783
EVE2503,Sports,2/10/2025 18:50,B,501,807
EVE2503,Sports,2/10/2025 19:00,B,501,816
EVE2503,Sports,2/10/2025 19:10,B,501,807
EVE2503,Sports,2/10/2025 19:20,B,501,783
EVE2503,Sports,2/10/2025 19:30,B,501,743
EVE2503,Sports,2/10/2025 19:40,B,501,688
EVE2503,Sports,2/10/2025 19:50,B,501,621
EVE2503,Sports,2/10/2025 20:00,B,501,544
EVE2503,Sports,2/10/2025 20:10,B,501,458
EVE2503,Sports,2/10/2025 20:20,B,501,366
EVE2503,Sports,2/10/2025 20:30,B,501,272
EVE2503,Sports,2/10/2025 17:30,B,601,441
EVE2503,Sports,2/10/2025 17:40,B,601,594
EVE2503,Sports,2/10/2025 17:50,B,601,742
EVE2503,Sports,2/10/2025 18:00,B,601,881
EVE2503,Sports,2/10/2025 18:10,B,601,1007
EVE2503,Sports,2/10/2025 18:20,B,601,1116
EVE2503,Sports,2/10/2025 18:30,B,601,1204
EVE2503,Sports,2/10/2025 18:40,B,601,1269
EVE2503,Sports,2/10/2025 18:50,B,601,1308
EVE2503,Sports,2/10/2025 19:00,B,601,1322
EVE2503,Sports,2/10/2025 19:10,B,601,1308
EVE2503,Sports,2/10/2025 19:20,B,601,1269
EVE2503,Sports,2/10/2025 19:30,B,601,1204
EVE2503,Sports,2/10/2025 19:40,B,601,1116
EVE2503,Sports,2/10/2025 19:50,B,601,1007
EVE2503,Sports,2/10/2025 20:00,B,601,881
EVE2503,Sports,2/10/2025 20:10,B,601,742
EVE2503,Sports,2/10/2025 20:20,B,601,594
EVE2503,Sports,2/10/2025 20:30,B,601,441
